user_id,item_id,category_id,event_type,timestamp
100,2971043,4869428,fav,1511565222
100,1803559,1813868,view,1511576533
100,1603476,2951233,pay,1511579908
100,3621238,1521931,view,1511582166
100,2971043,4869428,pay,1511617549
100,2337874,1194311,view,1511680485
100,4182583,1258177,view,1511680521
100,2758020,2429887,view,1511683649
100,4919803,2881542,view,1511684032
100,3839112,2881542,view,1511684109
100,4848310,2881542,view,1511684220
100,3245421,2881542,view,1511684245
100,2434962,3897386,view,1511690835
100,3486895,4302328,view,1511702025
100,3245421,2881542,view,1511704155
100,3222578,2429887,view,1511739395
100,2758020,2429887,view,1511739402
100,2158340,2429887,view,1511742127
100,2337874,1194311,view,1511742199
100,3245421,2881542,fav,1511742273
100,2758020,2429887,view,1511742275
100,3245421,2881542,view,1511742513
100,2752250,2429887,view,1511742799
100,2158340,2429887,fav,1511742875
100,598929,2429887,view,1511742899
100,4182583,1258177,view,1511745391
100,1819306,1194311,view,1511745401
100,4182583,1258177,view,1511750991
100,2337874,1194311,view,1511751022
100,3658601,2342116,view,1511757958
100,5153036,2342116,view,1511758581
100,598929,2429887,pay,1511759458
100,3245421,2881542,view,1511759664
100,598929,2429887,view,1511765548
100,2971043,4869428,view,1511765568
100,4661590,3425094,view,1511765639
100,4902636,3425094,view,1511765659
100,1046201,3002561,view,1511765687
100,3687011,223690,view,1511765918
100,2677866,3624696,view,1511766122
100,4492008,4482016,view,1511766135
100,2690154,2293367,view,1511766238
100,4341929,2293367,fav,1511766408
100,4863356,2293367,view,1511766426
100,4244099,2293367,view,1511766434
100,562760,2293367,view,1511766436
100,4863356,2293367,view,1511766455
100,1640913,2293367,view,1511766462
100,2206711,2293367,view,1511766473
100,3895389,2293367,view,1511766505
100,1046201,3002561,pay,1511767298
100,2434962,3897386,view,1511768604
100,3245421,2881542,view,1511771412
100,2434962,3897386,view,1511773049
100,3629289,2881542,view,1511774038
100,4075065,2881542,view,1511774179
100,1606258,4098232,pay,1511789940
100,4840649,1029459,pay,1511790130
100,2574432,4896062,view,1511790389
100,251391,3738615,pay,1511790782
100,510936,1575622,view,1511790915
100,251391,3738615,view,1511790928
100,4840649,1029459,view,1511790973
100,3245421,2881542,view,1511823877
100,4075065,2881542,view,1511823917
100,251391,3738615,view,1511824489
100,1606258,4098232,view,1511824712
100,4075065,2881542,pay,1511833877
100,4840649,1029459,view,1511868574
100,251391,3738615,view,1511868672
100,4075065,2881542,view,1511868722
100,1606258,4098232,view,1511868772
100,1046201,3002561,view,1511868784
100,251391,3738615,view,1511929658
100,4840649,1029459,view,1511929671
100,1606258,4098232,view,1511929678
100,137999,4640311,view,1512123219
100,1203280,4640311,view,1512123340
100,2322855,3299155,view,1512137970
100,4140845,2096639,view,1512173626
100,3656511,3312150,view,1512177480
100,2772937,3114694,view,1512192261
100,2859169,2096639,view,1512201298
100,1212558,2188684,view,1512303987
1000,1385281,2352202,view,1511541853
1000,5120034,1051370,cart,1511542034
1000,1953489,238434,view,1511543045
1000,408860,551706,view,1511543246
1000,4590199,4338287,view,1511543742
1000,1976168,4338287,view,1511543773
1000,4590199,4338287,view,1511543777
1000,3722942,1051370,view,1511570091
1000,3059682,2440115,view,1511571595
1000,4774231,1312642,view,1511571599
1000,2599546,3995452,fav,1511571647
1000,1501998,4382196,view,1511656892
1000,2593031,1029459,view,1511657118
1000,1797452,3624696,fav,1511657192
1000,3869395,1349561,view,1511657410
1000,3302343,2342116,view,1511657664
1000,5120034,1051370,view,1511744280
1000,1186274,2939262,fav,1511744330
1000,4417931,4558987,view,1511744491
1000,4769300,2430608,view,1511745166
1000,2956844,2419959,fav,1511865506
1000,544269,2419959,view,1511865555
1000,2956844,2419959,view,1511865567
1000,4402665,1789614,view,1511865925
1000,3011372,1349561,view,1511865958
1000,4487355,1653613,fav,1511866709
1000,4185482,1653613,view,1511874610
1000,2594546,1851156,view,1511932926
1000,3255674,2440115,view,1511933559
1000,2153891,1051370,view,1511935123
1000,1925478,171529,view,1511944345
1000,4793529,238434,view,1511967232
1000,4827739,1051370,fav,1511972085
1000,843246,1879194,cart,1511972134
1000,848341,5071267,view,1511972325
1000,203347,1851156,view,1511974144
1000,4950759,411153,view,1512039862
1000,2033067,3579754,view,1512040022
1000,1822774,3579754,view,1512040382
1000,543879,3579754,view,1512040450
1000,462579,3579754,view,1512040470
1000,1822774,3579754,view,1512040518
1000,4720367,3579754,view,1512041216
1000,1520357,3579754,view,1512041447
1000,1373387,1202097,view,1512041462
1000,1109842,3579754,view,1512041625
1000,2196555,2430608,view,1512042012
1000,4240134,2939262,view,1512042734
1000,1907674,1851156,view,1512042775
1000,1922292,4993094,fav,1512042934
1000,2033067,3579754,view,1512043285
1000,4778761,2982027,view,1512043597
1000,2663756,1299190,view,1512043850
1000,4064135,1299190,fav,1512043880
1000,2663756,1299190,view,1512043956
1000,620939,2352202,view,1512043971
1000,2339773,1851156,view,1512044079
1000,4444531,1851156,view,1512044242
1000,694225,807138,view,1512044563
1000,4599135,245312,view,1512228047
1000,3532002,1299190,view,1512228210
1000,3872382,1879194,fav,1512228264
1000,2412328,1879194,view,1512228361
1000,3532002,1299190,view,1512228449
1000,3877041,5053508,view,1512228777
1000,308742,1864538,view,1512229535
1000,3214150,5071267,view,1512229711
1000,2340930,1051370,fav,1512229780
1000,1409153,5071267,view,1512229806
1000,2340930,1051370,view,1512230614
1000,1585986,1299190,view,1512230625
1000,3259125,1851156,fav,1512230930
1000,3595165,1879194,view,1512261579
1000,3899295,1879194,view,1512261591
1000,2757984,1879194,view,1512261604
1000,4236281,1879194,view,1512261632
1000,3595165,1879194,view,1512261670
1000,1064699,337243,view,1512262246
1000,3172476,5071267,fav,1512262537
1000,1420706,2322253,view,1512263754
1000,3507039,2086128,view,1512263887
1000001,1649625,4145813,view,1511800929
1000001,250452,4145813,view,1511802582
1000001,1649625,4145813,view,1511802711
1000001,3093290,4145813,view,1511837788
1000001,4343896,4756105,view,1511881700
1000001,3132168,154040,view,1511881851
1000001,1582853,4173315,view,1511881921
1000001,4567929,154040,view,1511881980
1000001,2895228,154040,view,1511882067
1000001,823063,154040,view,1511882139
1000001,2999487,1973012,view,1511924532
1000001,1339050,4145813,view,1511964945
1000001,4636765,3004853,view,1511965566
1000001,2428634,3004853,view,1511965748
1000001,4636765,3004853,view,1511965786
1000001,1112446,3004853,view,1511965811
1000001,1678636,154040,view,1511966514
1000001,1546182,154040,view,1511966625
1000001,4636765,3004853,view,1512018256
1000001,2527684,3004853,view,1512018272
1000001,1649625,4145813,view,1512051293
1000001,1542066,2926020,view,1512052936
1000001,1649625,4145813,view,1512117398
1000001,1542066,2926020,view,1512137168
1000001,1649625,4145813,view,1512209815
1000001,778160,4145813,view,1512209978
1000001,4088463,174239,view,1512261643
1000001,4418456,174239,view,1512262033
1000001,4340362,174239,view,1512262071
1000001,1554801,2926020,view,1512263339
1000001,5081961,634390,view,1512263483
1000001,4210726,2926020,view,1512263670
1000001,4088463,174239,pay,1512264173
1000001,5095065,1216617,view,1512264337
1000001,584577,1836480,view,1512265168
1000004,2156592,3607361,view,1511539241
1000004,1591982,672001,view,1511539333
1000004,3854178,4181361,view,1511571789
1000004,3999536,4756105,cart,1511571820
1000004,4426549,672001,view,1511571838
1000004,1591982,672001,view,1511571841
1000004,864562,4261392,view,1511624303
1000004,2980887,3607361,cart,1511669671
1000004,4324270,3607361,view,1511669729
1000004,2942146,3381933,view,1511669739
1000004,4839543,982926,view,1511669751
1000004,1133834,982926,view,1511669775
1000004,4839543,982926,view,1511669784
1000004,59883,4818107,view,1511669796
1000004,4317893,1117956,view,1511669818
1000004,950087,982926,view,1511669828
1000004,4093990,3607361,view,1511672939
1000004,522765,3607361,view,1511672951
1000004,4763968,2355072,view,1511672973
1000004,4093990,3607361,view,1511672981
1000004,955594,1320293,view,1511703217
1000004,2473596,4756105,view,1511703252
1000004,2998425,1080785,view,1511703261
1000004,1226070,1080785,view,1511703277
1000004,2053091,1080785,view,1511703391
1000004,4763968,2355072,view,1511703434
1000004,1956224,4801426,view,1511703443
1000004,40945,4756105,view,1511703467
1000004,4192217,3607361,view,1511703639
1000004,4823342,4173315,view,1511703672
1000004,105055,1080785,view,1511704082
1000004,162597,2355072,view,1511704152
1000004,5028560,4173315,view,1511704161
1000004,2526169,2355072,view,1511704173
1000004,925404,3002561,view,1511704194
1000004,1591982,672001,view,1511707145
1000004,3693424,672001,view,1511707152
1000004,3999536,4756105,view,1511712361
1000004,1839512,1320293,view,1511785444
1000004,4686539,149192,view,1511785453
1000004,1839512,1320293,view,1511785456
1000004,2765156,4112095,view,1511965009
1000004,522765,3607361,view,1511966013
1000004,2980887,3607361,view,1511966037
1000004,1228106,4801426,view,1511966082
1000004,4324270,3607361,view,1511966092
1000004,5125742,3607361,view,1511966096
1000004,571666,4756105,view,1511966112
1000004,1975544,2355072,view,1511966126
1000004,4324270,3607361,view,1511966135
1000004,1757180,3607361,view,1511966181
1000004,899145,3607361,view,1511966192
1000004,2111992,1080785,view,1511966212
1000004,1317750,1080785,cart,1511966265
1000004,4457235,1080785,view,1511966306
1000004,1317750,1080785,view,1511966317
1000004,1080797,3607361,view,1511966390
1000004,479737,2355072,view,1511966417
1000004,1863103,2355072,view,1511966424
1000004,4363399,2355072,view,1511966491
1000004,3417098,2355072,view,1511966504
1000004,1757180,3607361,view,1511966528
1000004,3235373,2355072,view,1511966582
1000004,955501,149192,view,1511966621
1000004,996928,2520377,view,1511966627
1000004,4322536,4801426,view,1511966636
1000004,955501,149192,view,1511966656
1000004,3525158,737184,view,1511966667
1000004,4823342,4173315,view,1511966674
1000004,3525158,737184,view,1511966686
1000004,955594,1320293,view,1511966711
1000004,2187324,149192,view,1511966731
1000004,2072281,1320293,view,1511966748
1000004,2187324,149192,view,1511966765
1000004,1317750,1080785,view,1511966797
1000004,40945,4756105,view,1511966884
1000004,3999536,4756105,view,1511966891
1000004,4948650,982926,view,1511967014
1000004,2750431,149192,view,1511967048
1000004,3950842,4756105,view,1511967069
1000004,1047994,2355072,view,1511967078
1000004,2086446,1080785,view,1511967088
1000004,2053091,1080785,view,1511967125
1000004,155433,1320293,view,1511967143
1000004,3404302,4756105,view,1511967227
1000004,2104182,3459125,view,1511967326
1000004,372559,4462359,view,1511967411
1000004,2623735,2806049,view,1511967459
1000004,5150592,672001,view,1511967532
1000004,1591982,672001,view,1511967538
1000004,1709587,672001,view,1511967609
1000004,1928635,4181361,view,1511967787
1000004,5064213,2355072,view,1511967853
1000004,797408,672001,view,1511967979
1000004,1317750,1080785,view,1512057756
1000004,5098344,3607361,view,1512057851
1000004,3600228,3607361,view,1512057971
1000004,2053091,1080785,view,1512058072
1000004,3854178,4181361,view,1512058227
1000004,1093023,4756105,view,1512058507
1000004,1317750,1080785,view,1512104079
1000004,342576,1080785,view,1512175255
1000004,755883,2355072,view,1512175299
1000004,1848924,2355072,view,1512175311
1000004,2003884,1320293,view,1512175328
1000004,3130844,1379146,view,1512175502
1000004,3704153,3607361,view,1512175602
1000004,3894780,3607361,view,1512175645
1000004,4445384,1080785,view,1512175652
1000004,1994706,1080785,view,1512175732
1000004,4468378,3645362,view,1512175853
1000004,1508681,4181361,view,1512175921
1000004,2649069,3002561,view,1512176019
1000004,1249526,3002561,view,1512176031
1000004,3499937,3607361,view,1512222036
1000004,1009181,3002561,view,1512222043
1000004,2980887,3607361,view,1512222060
1000004,2530508,3607361,view,1512222070
1000004,2050919,2355072,view,1512222079
1000004,1734054,2939262,view,1512222127
1000004,4802868,2355072,view,1512222152
1000004,479737,2355072,view,1512222308
1000004,1913554,737184,view,1512222400
1000004,5134190,3607361,view,1512274968
1000004,1080797,3607361,view,1512274980
1000004,1263902,3607361,view,1512274992
1000004,1317750,1080785,view,1512286602
1000004,4457235,1080785,view,1512286615
1000004,1317750,1080785,view,1512286623
1000011,3991727,3108044,pay,1511572004
1000011,1882842,590997,view,1511572034
1000011,387414,590997,view,1511572077
1000011,1345921,2578647,view,1511572164
1000011,3450365,4339722,view,1511574950
1000011,4683193,2578647,view,1511575080
1000011,3993081,4827537,view,1511576866
1000011,1345921,2578647,view,1511578737
1000011,1386216,2578647,view,1511581182
1000011,1345921,2578647,view,1511581197
1000011,106742,4339722,view,1511581221
1000011,1345921,2578647,view,1511581226
1000011,106154,4339722,view,1511581267
1000011,1345921,2578647,view,1511581270
1000011,3968124,2578647,view,1511581318
1000011,4023750,4339722,view,1511581403
1000011,3901073,4339722,view,1511581419
1000011,106742,4339722,view,1511581582
1000011,841993,3108044,view,1511581707
1000011,106742,4339722,fav,1511582771
1000011,1345921,2578647,view,1511582982
1000011,106742,4339722,view,1511587279
1000011,3991727,3108044,view,1511589106
1000011,4712342,359388,view,1511589336
1000011,4320095,1397912,view,1511589478
1000011,3738566,1792277,view,1511589484
1000011,3993081,4827537,view,1511597648
1000011,387414,590997,fav,1511603057
1000011,1686875,590997,view,1511603076
1000011,404297,2578647,view,1511603167
1000011,387414,590997,view,1511603205
1000011,404297,2578647,fav,1511603262
1000011,387414,590997,view,1511603264
1000011,3581811,590997,view,1511603267
1000011,106742,4339722,view,1511603281
1000011,404297,2578647,view,1511603336
1000011,106742,4339722,view,1511603725
1000011,404297,2578647,view,1511603752
1000011,106742,4339722,view,1511603878
1000011,404297,2578647,pay,1511603941
1000011,4802280,4827537,view,1511603988
1000011,1705898,4827537,view,1511604021
1000011,3993081,4827537,view,1511604034
1000011,404297,2578647,view,1511652741
1000011,2063292,1595193,view,1511652790
1000011,3993081,4827537,view,1511655595
1000011,1686875,590997,view,1511660922
1000011,3531412,590997,view,1511660973
1000011,293346,1595193,view,1511661025
1000011,3993081,4827537,view,1511663367
1000011,1705898,4827537,view,1511663382
1000011,404297,2578647,view,1511668803
1000011,2269790,2096639,view,1511679182
1000011,730324,2096639,view,1511679244
1000011,1866283,2096639,view,1511679276
1000011,3978773,2096639,view,1511679301
1000011,237076,1516409,view,1511683652
1000011,293346,1595193,view,1511683833
1000011,3991727,3108044,view,1511683928
1000011,404297,2578647,view,1511685053
1000011,106742,4339722,view,1511685101
1000011,404297,2578647,view,1511685125
1000011,293346,1595193,view,1511699314
1000011,4802280,4827537,view,1511740383
1000011,404297,2578647,view,1511772680
1000011,1562898,154040,view,1511772760
1000011,514051,154040,view,1511772768
1000011,1684440,2735466,view,1511778467
1000011,1891373,2735466,view,1511778477
1000011,751298,2735466,view,1511778501
1000011,4503852,2735466,view,1511778505
1000011,2531901,2735466,view,1511778511
1000011,404297,2578647,view,1511842762
1000011,2237806,154040,view,1511842776
1000011,106742,4339722,view,1511853113
1000011,404297,2578647,view,1511853621
1000011,106742,4339722,view,1511855129
1000011,2740307,886203,view,1511859303
1000011,1624701,3909718,view,1511859316
1000011,1461565,886203,view,1511859326
1000011,3844964,886203,view,1511859342
1000011,2114287,886203,view,1511859393
1000011,3048034,886203,view,1511859400
1000011,3358820,886203,view,1511859426
1000011,404297,2578647,view,1511924494
1000011,453400,4756105,view,1511948184
1000011,1812250,2355072,view,1511965465
1000011,3735114,154040,view,1512104148
1000011,2044407,2355072,fav,1512104462
1000011,84400,590997,view,1512104477
1000011,4418560,4145813,view,1512104517
1000011,1247347,2640118,fav,1512104539
1000011,1969563,4606718,view,1512104554
1000011,4632023,4697972,fav,1512220032
1000011,4473980,2355072,fav,1512267426
1000011,4061696,982926,view,1512273286
1000011,1706873,982926,view,1512273294
1000011,3488746,982926,view,1512273308
1000011,407610,982926,view,1512273357
1000011,1132774,982926,view,1512273395
1000011,931044,2355072,fav,1512298194
100002,5038146,4738961,view,1511610824
100002,4402663,3611159,view,1511610854
100002,2962064,4358294,view,1511610895
100002,3323002,703487,view,1511611143
100002,1388422,4708348,view,1511611173
100002,3034883,523181,view,1511611377
100002,1430817,344833,view,1511611596
100002,5038146,4738961,view,1511611712
100002,3425923,4993094,view,1511612685
100002,5679,4993094,view,1511613078
100002,1818697,4993094,view,1511613230
100002,1822618,3844144,view,1511613566
100002,1903110,2440115,view,1511613832
100002,3313603,3496816,view,1511672423
100002,4583352,1464116,view,1511672853
100002,4334235,3561974,view,1511673823
100002,3531454,4708262,view,1511673825
100002,4334235,3561974,view,1511673826
100002,1217377,3561974,view,1511673889
100002,4334235,3561974,view,1511673898
100002,5038146,4738961,view,1511704878
100002,324802,2096639,view,1511705000
100002,1309000,3680035,view,1511705135
100002,332222,3680035,view,1511706771
100002,3688473,4467019,view,1511706773
100002,332222,3680035,view,1511706850
100002,1585267,4806751,view,1511839570
100002,1643256,4806751,view,1511839687
100002,1585267,4806751,view,1511840025
100002,2968522,4806751,view,1511846926
100002,1585267,4806751,view,1511847012
100002,2968522,4806751,fav,1511847622
100002,1585267,4806751,view,1511847624
100002,2452885,4806751,fav,1511854685
100002,1585267,4806751,view,1511861332
100002,2452885,4806751,view,1511861477
100002,1585267,4806751,view,1511861485
100002,2452885,4806751,view,1511861880
100002,2968522,4806751,view,1511862934
100002,2452885,4806751,view,1511864359
100002,5159088,4806751,view,1511865232
100002,2452885,4806751,view,1511866043
100002,2500376,4159072,view,1511869129
100002,2452885,4806751,view,1511869436
100002,4417361,4806751,view,1511871727
100002,2452885,4806751,view,1511872476
100002,4928571,4806751,fav,1511873602
100002,2452885,4806751,view,1511873605
100002,2953031,2885642,view,1511877273
100002,2452885,4806751,view,1511877582
100002,4417361,4806751,view,1511878327
100002,2928801,1464116,view,1511936087
100002,4046253,1464116,fav,1511943971
100002,3065876,772894,view,1511955270
100002,2971911,2735466,view,1512002438
100002,2667139,2735466,view,1512002584
100002,2393145,772894,view,1512019015
100002,2976687,772894,fav,1512019800
100002,2393145,772894,view,1512019819
100002,3619456,1678374,view,1512026842
100002,1372665,550660,view,1512026935
100002,3710028,3673049,view,1512027316
100002,2976687,772894,view,1512040766
100002,3121556,772894,view,1512041275
100002,2976687,772894,pay,1512043690
100002,4928571,4806751,view,1512046188
100002,2976687,772894,view,1512047583
100002,3068128,4806751,view,1512049127
100002,2976687,772894,view,1512051436
100002,305613,1678374,view,1512054529
100002,437789,1988433,view,1512055033
100002,4046253,1464116,view,1512055694
100002,437789,1988433,view,1512088975
100002,2826944,3561974,view,1512117623
100002,2279428,2303546,view,1512118233
100002,2667139,2735466,view,1512131957
100002,3644430,4533189,fav,1512132643
100002,2472257,2493530,view,1512133129
100002,3935544,4848899,view,1512211933
100002,4564039,2070081,view,1512212004
100002,2660418,411153,view,1512212875
100002,2948973,2066340,view,1512213270
100002,3532599,84264,view,1512271509
100002,2657432,84264,view,1512271727
100002,3532599,84264,view,1512272051
100002,2332194,160181,fav,1512290100
100002,4046253,1464116,view,1512291287
100002,2452885,4806751,view,1512291555
100002,1177587,3439012,view,1512291706
100002,3056094,1464116,view,1512293026
100002,2928801,1464116,view,1512294688
100002,3967184,1323466,view,1512314289
1000027,946651,1884568,view,1511700566
1000027,2070173,4217906,cart,1511704378
1000027,1934938,4718844,pay,1511934933
1000027,1688132,3548883,view,1512122847
1000027,3713945,3548883,view,1512122977
1000027,1688132,3548883,view,1512123017
1000027,2327305,4532706,cart,1512143886
1000027,4302745,4532706,view,1512144057
1000027,3662830,4263789,cart,1512144190
1000027,4302745,4532706,cart,1512144221
1000027,646869,3692903,cart,1512144238
1000027,4302745,4532706,view,1512144350
1000027,2913671,4532706,view,1512144357
1000027,1027890,4532706,view,1512144383
1000027,2277034,3692903,view,1512144427
1000027,1027890,4532706,view,1512144450
1000027,4070233,4217906,view,1512144840
1000027,1175547,2311290,view,1512203173
1000027,3241094,3548883,pay,1512314102
1000028,1850341,2025483,view,1511684583
1000028,2428956,1879194,view,1511744266
1000028,4717045,5071267,view,1511744316
1000028,5049814,3002561,view,1511744960
1000028,2335149,4690421,view,1511744967
1000028,1317359,3002561,view,1511744974
1000028,2006028,4145813,view,1511744987
1000028,855217,4145813,fav,1511745075
1000028,2842089,4145813,view,1511745118
1000028,2217534,4145813,view,1511745148
1000028,2842089,4145813,view,1511745574
1000028,2217534,4145813,view,1511745581
1000028,855217,4145813,view,1511745664
1000028,3359227,3002561,view,1511745710
1000028,560931,3002561,view,1511746249
1000028,5049814,3002561,view,1511746273
1000028,2955350,4145813,view,1511764186
1000028,5049814,3002561,view,1511764243
1000028,4472519,4145813,view,1511764338
1000028,2955350,4145813,view,1511853149
1000028,642845,4145813,view,1511853218
1000028,5154311,4145813,view,1511853229
1000028,2828948,4145813,fav,1511853291
1000028,829118,3002561,view,1511853338
1000028,2678166,3002561,view,1511853356
1000028,4291755,3002561,view,1511853392
1000028,4889909,3002561,view,1511853405
1000028,4598217,3002561,view,1511853411
1000028,4098799,3002561,view,1511853447
1000028,2136750,3002561,view,1511853488
1000028,2750042,4145813,view,1511853760
1000028,4242144,4145813,view,1511853770
1000028,1242478,4145813,view,1511854088
1000028,4663975,4145813,view,1511854098
1000028,2723903,4145813,view,1511856196
1000028,1242478,4145813,view,1511856246
1000028,4908288,4145813,view,1511856263
1000028,855217,4145813,view,1511856419
1000028,2842089,4145813,view,1511856519
1000028,461271,4145813,view,1511856534
1000028,4022391,4145813,view,1511856567
1000028,4818655,4145813,view,1511856597
1000028,461271,4145813,fav,1511856763
1000028,855217,4145813,view,1511856797
1000028,4908288,4145813,view,1511856827
1000028,461271,4145813,view,1511856840
1000028,4908288,4145813,view,1511856843
1000028,461271,4145813,view,1511857136
1000028,2217534,4145813,view,1511857189
1000028,4818655,4145813,view,1511857212
1000028,2678166,3002561,view,1511857276
1000028,4650996,3002561,view,1511857354
1000028,560931,3002561,view,1511857403
1000028,3418092,3002561,view,1511857463
1000028,1982857,3002561,view,1511857506
1000028,2132929,3002561,view,1511857560
1000028,890987,3002561,view,1511857597
1000028,2440378,3002561,view,1511857691
1000028,3822894,3002561,cart,1511858126
1000028,2203246,3002561,view,1511858133
1000028,2190231,3002561,view,1511858316
1000028,1358583,3002561,view,1511858335
1000028,557241,3002561,view,1511858473
1000028,1358583,3002561,view,1511858563
1000028,1340093,3002561,view,1511859207
1000028,4905597,4145813,view,1511859232
1000028,1261381,3002561,view,1511859276
1000028,3603317,3002561,view,1511859404
1000028,2621260,722945,view,1511934451
1000028,778926,2885642,view,1511934484
1000028,2621260,722945,pay,1511934727
1000028,461271,4145813,view,1511934752
1000028,1910706,1516409,pay,1512112339
1000028,4978290,3002561,view,1512112948
1000028,1910706,1516409,view,1512112956
1000028,4416401,757910,view,1512113091
1000028,2342307,2529187,view,1512113243
1000028,2026617,2529187,view,1512113274
1000028,1265647,801221,view,1512113416
1000028,2026617,2529187,fav,1512113429
1000028,3582347,4993094,view,1512141423
1000028,4949016,285583,view,1512174081
1000028,3241217,285583,view,1512174275
1000028,1391781,401357,view,1512187994
1000028,2750042,4145813,view,1512193008
1000028,510539,3456641,view,1512215644
1000028,3083031,4130426,view,1512215783
1000028,3723578,4130426,fav,1512215911
1000028,4757411,3938045,view,1512215981
1000028,2014138,3338209,view,1512216028
1000028,2726698,3338209,fav,1512216080
1000028,3442548,3338209,view,1512216085
1000028,2384317,3338209,view,1512216109
1000028,100391,3338209,view,1512216115
1000028,5024882,3338209,view,1512216127
1000028,863811,3338209,pay,1512220119
1000028,3947413,634390,view,1512266329
1000028,4640069,634390,view,1512266450
1000028,3796824,634390,view,1512266635
1000028,2600649,634390,view,1512266658
1000028,3947413,634390,pay,1512267506
1000028,1059099,2520377,view,1512311135
1000028,5015377,4022701,view,1512311353
1000028,3717564,119741,view,1512311708
1000028,4519765,4181361,view,1512311765
1000028,3864020,4181361,view,1512311776
1000028,4627188,1859277,view,1512312039
1000028,1045462,4801426,view,1512312312
1000028,1268758,3002561,view,1512312606
1000028,1451706,4145813,view,1512312615
1000028,1566478,4145813,view,1512312623
1000028,1073874,3844144,view,1512312782
1000028,124229,4498047,view,1512312879
1000028,2234644,1009182,view,1512312901
1000028,3984897,4993094,view,1512313017
1000028,1893062,4145813,view,1512313156
1000028,1278804,3598912,cart,1512313685
1000028,3783653,1074254,cart,1512313721
1000028,3740282,3598912,cart,1512313799
1000028,2298425,3158249,cart,1512313830
1000028,4875259,547606,view,1512313866
1000028,3540173,4804883,view,1512313936
1000028,4985685,3158249,cart,1512314093
1000028,756251,3158249,cart,1512314146
1000028,237758,3158249,cart,1512314222
1000028,1545095,3158249,cart,1512314324
1000028,80579,2407396,view,1512314462
1000028,2558517,3598912,cart,1512314593
1000028,3958311,1646753,view,1512314693
1000028,1332406,2940518,view,1512314706
1000028,3958311,1646753,view,1512314744
1000028,1332406,2940518,view,1512314810
1000028,2826485,2940518,view,1512314891
1000028,130862,246844,cart,1512315396
1000028,3099445,3944885,view,1512315436
1000028,130862,246844,view,1512315607
1000028,2808995,246844,view,1512315622
1000028,130862,246844,view,1512315711
1000028,4406528,246844,view,1512315748
1000028,3189208,246844,view,1512315916
1000028,4373095,246844,view,1512316049
1000028,130862,246844,view,1512316084
1000028,4406528,246844,view,1512316208
1000028,4215869,246844,cart,1512316446
1000028,1138188,16219,cart,1512316506
1000028,3189208,246844,cart,1512316627
1000028,415998,3250334,view,1512316670
1000028,4406528,246844,view,1512316753
1000037,3616730,376030,view,1511613741
1000037,435287,4129924,view,1511613853
1000037,1437892,703487,view,1511613948
1000037,1792937,703487,view,1511613950
1000037,1437892,703487,view,1511613951
1000037,4483211,703487,view,1511614204
1000037,3561199,4817527,view,1511867441
1000037,123989,1312642,view,1511867453
1000037,4031999,2313309,view,1511872684
1000037,4753136,890050,view,1511872708
1000037,4120269,890050,view,1511872715
1000037,4753136,890050,pay,1511872744
