user_id,external_item_id,category_id,score,rank_no,recommend_type,reason
1000054,262896,3253357,0.613572,1,model_itemcf,与用户历史商品 4814593 协同相似
1000054,3696573,4576874,0.574427,2,model_itemcf,与用户历史商品 416275 协同相似
1000054,5074329,1879194,0.500000,3,model_itemcf,与用户历史商品 785979 协同相似
1000054,2428634,3004853,0.447214,4,model_itemcf,与用户历史商品 1312903 协同相似
1000054,4793228,200278,0.447214,5,model_itemcf,与用户历史商品 2426568 协同相似
1000054,1660583,2885642,0.447214,6,model_itemcf,与用户历史商品 2426568 协同相似
1000054,3317113,4339360,0.433861,7,model_itemcf,与用户历史商品 4814593 协同相似
1000054,4914348,1275696,0.408248,8,model_itemcf,与用户历史商品 3594489 协同相似
1000054,3203167,2495340,0.408248,9,model_itemcf,与用户历史商品 4867753 协同相似
1000054,528786,3607361,0.392232,10,model_itemcf,与用户历史商品 2691816 协同相似
1000059,1480371,883960,1.284726,1,model_itemcf,与用户历史商品 2626498 协同相似
1000059,637211,2520377,1.188247,2,model_itemcf,与用户历史商品 2331891 协同相似
1000059,1823719,2520377,1.080096,3,model_itemcf,与用户历史商品 2560262 协同相似
1000059,1105481,1575622,1.055446,4,model_itemcf,与用户历史商品 199218 协同相似
1000059,133213,4756105,1.004475,5,model_itemcf,与用户历史商品 2567482 协同相似
1000059,3335233,1080785,1.002490,6,model_itemcf,与用户历史商品 1438064 协同相似
1000059,1339050,4145813,0.990805,7,model_itemcf,与用户历史商品 2453685 协同相似
1000059,4401011,4756105,0.943530,8,model_itemcf,与用户历史商品 2453685 协同相似
1000059,2294653,4145813,0.934199,9,model_itemcf,与用户历史商品 1508105 协同相似
1000059,3982770,3607361,0.933878,10,model_itemcf,与用户历史商品 2567482 协同相似
1000060,849225,2920476,0.685994,1,model_itemcf,与用户历史商品 554155 协同相似
1000060,3387558,982926,0.447214,2,model_itemcf,与用户历史商品 4859383 协同相似
1000060,2310753,3607361,0.442818,3,model_itemcf,与用户历史商品 4557765 协同相似
1000060,597136,4756105,0.433861,4,model_itemcf,与用户历史商品 554155 协同相似
1000060,624108,2926020,0.333333,5,model_itemcf,与用户历史商品 4284576 协同相似
1000060,1919658,2355072,0.330289,6,model_itemcf,与用户历史商品 4859383 协同相似
1000060,4923258,3607361,0.323381,7,model_itemcf,与用户历史商品 554155 协同相似
1000060,293346,1595193,0.306786,8,model_itemcf,与用户历史商品 290285 协同相似
1000060,1604121,2355072,0.289833,9,model_itemcf,与用户历史商品 3849409 协同相似
1000060,2320764,1009182,0.288675,10,model_itemcf,与用户历史商品 4311537 协同相似
1000061,2323009,102272,0.985599,1,model_itemcf,与用户历史商品 640760 协同相似
1000061,886220,982926,0.744208,2,model_itemcf,与用户历史商品 1120968 协同相似
1000061,4120269,890050,0.647991,3,model_itemcf,与用户历史商品 1214840 协同相似
1000061,1937071,4789432,0.642229,4,model_itemcf,与用户历史商品 3121547 协同相似
1000061,999241,1299190,0.500000,5,model_itemcf,与用户历史商品 4499282 协同相似
1000061,4916444,4145813,0.467099,6,model_itemcf,与用户历史商品 1120968 协同相似
1000061,1220308,1299190,0.458473,7,model_itemcf,与用户历史商品 4499282 协同相似
1000061,2593031,1029459,0.447214,8,model_itemcf,与用户历史商品 4051680 协同相似
1000061,1858190,2013232,0.408248,9,model_itemcf,与用户历史商品 4074215 协同相似
1000061,5109721,4022701,0.408248,10,model_itemcf,与用户历史商品 4074215 协同相似
1000070,1503630,3004853,3.823717,1,model_itemcf,与用户历史商品 4707756 协同相似
1000070,4154073,2520771,1.720376,2,model_itemcf,与用户历史商品 2568849 协同相似
1000070,1651112,4801426,1.720376,3,model_itemcf,与用户历史商品 2568849 协同相似
1000070,1146291,149192,1.720376,4,model_itemcf,与用户历史商品 2568849 协同相似
1000070,566881,2520377,1.720376,5,model_itemcf,与用户历史商品 2568849 协同相似
1000070,3593544,2520377,1.720376,6,model_itemcf,与用户历史商品 2568849 协同相似
1000070,2415117,2520771,1.720376,7,model_itemcf,与用户历史商品 2568849 协同相似
1000070,3030935,2465336,1.720376,8,model_itemcf,与用户历史商品 2568849 协同相似
1000070,4497364,2520771,1.720376,9,model_itemcf,与用户历史商品 2568849 协同相似
1000070,2242657,2520771,1.720376,10,model_itemcf,与用户历史商品 2568849 协同相似
1000082,3787445,1575622,1.365832,1,model_itemcf,与用户历史商品 2019244 协同相似
1000082,1443028,2355072,0.970143,2,model_itemcf,与用户历史商品 4153467 协同相似
1000082,1309628,3189935,0.965789,3,model_itemcf,与用户历史商品 2019244 协同相似
1000082,92853,982926,0.894427,4,model_itemcf,与用户历史商品 630805 协同相似
1000082,3550684,2590256,0.817983,5,model_itemcf,与用户历史商品 3219447 协同相似
1000082,3023350,3189162,0.816497,6,model_itemcf,与用户历史商品 4500911 协同相似
1000082,2870324,4022701,0.816497,7,model_itemcf,与用户历史商品 4500911 协同相似
1000082,4465261,4919077,0.741220,8,model_itemcf,与用户历史商品 1688196 协同相似
1000082,4453874,3711641,0.730297,9,model_itemcf,与用户历史商品 630805 协同相似
1000082,2987928,4756105,0.729435,10,model_itemcf,与用户历史商品 1356331 协同相似
1000084,174058,982926,1.722674,1,model_itemcf,与用户历史商品 3453542 协同相似
1000084,833902,200278,1.664101,2,model_itemcf,与用户历史商品 3453542 协同相似
1000084,5060976,4818107,1.664101,3,model_itemcf,与用户历史商品 3453542 协同相似
1000084,4087671,1567637,1.664101,4,model_itemcf,与用户历史商品 3453542 协同相似
1000084,122273,3975787,1.664101,5,model_itemcf,与用户历史商品 3453542 协同相似
1000084,1618616,1061857,1.664101,6,model_itemcf,与用户历史商品 3453542 协同相似
1000084,5008438,1446405,1.664101,7,model_itemcf,与用户历史商品 3453542 协同相似
1000084,1104435,1446405,1.664101,8,model_itemcf,与用户历史商品 3453542 协同相似
1000084,1304089,982926,1.664101,9,model_itemcf,与用户历史商品 3453542 协同相似
1000084,4268817,982926,1.664101,10,model_itemcf,与用户历史商品 3453542 协同相似
1000085,2992286,1994940,1.785308,1,model_itemcf,与用户历史商品 2812612 协同相似
1000085,1339050,4145813,1.373985,2,model_itemcf,与用户历史商品 3371523 协同相似
1000085,4692842,154040,1.356724,3,model_itemcf,与用户历史商品 1084201 协同相似
1000085,3825562,4145813,1.227472,4,model_itemcf,与用户历史商品 2457207 协同相似
1000085,1343957,3607361,1.129128,5,model_itemcf,与用户历史商品 2812612 协同相似
1000085,3082940,4756105,1.053214,6,model_itemcf,与用户历史商品 2530033 协同相似
1000085,2750042,4145813,1.019575,7,model_itemcf,与用户历史商品 2457207 协同相似
1000085,4858377,4145813,1.013057,8,model_itemcf,与用户历史商品 2457207 协同相似
1000085,1838103,4339722,1.006598,9,model_itemcf,与用户历史商品 2457207 协同相似
1000085,2987928,4756105,1.004899,10,model_itemcf,与用户历史商品 2457207 协同相似
100009,124543,4145813,0.997941,1,model_itemcf,与用户历史商品 898035 协同相似
100009,4665573,1320293,0.707107,2,model_itemcf,与用户历史商品 4655506 协同相似
100009,2751660,1320293,0.707107,3,model_itemcf,与用户历史商品 4655506 协同相似
100009,2698845,2096639,0.550813,4,model_itemcf,与用户历史商品 4610105 协同相似
100009,730324,2096639,0.548832,5,model_itemcf,与用户历史商品 4610105 协同相似
100009,2848065,4424369,0.546595,6,model_itemcf,与用户历史商品 898035 协同相似
100009,2261669,4170419,0.528271,7,model_itemcf,与用户历史商品 1329654 协同相似
100009,590181,1080785,0.500000,8,model_itemcf,与用户历史商品 4655506 协同相似
100009,3989051,2096639,0.428872,9,model_itemcf,与用户历史商品 2454552 协同相似
100009,479737,2355072,0.244542,10,model_itemcf,与用户历史商品 1329654 协同相似
1000093,1235719,2465336,1.831026,1,model_itemcf,与用户历史商品 4185477 协同相似
1000093,2585774,3898483,1.454301,2,model_itemcf,与用户历史商品 2049703 协同相似
1000093,114741,2355072,1.294731,3,model_itemcf,与用户历史商品 4185477 协同相似
1000093,1231775,4756105,1.294731,4,model_itemcf,与用户历史商品 4185477 协同相似
1000093,3792713,2578647,1.151141,5,model_itemcf,与用户历史商品 2049703 协同相似
1000093,1268019,4915680,1.120439,6,model_itemcf,与用户历史商品 2049703 协同相似
1000093,2307997,1051370,0.996918,7,model_itemcf,与用户历史商品 2049703 协同相似
1000093,3911125,982926,0.960332,8,model_itemcf,与用户历史商品 4170014 协同相似
1000093,2086765,154040,0.894427,9,model_itemcf,与用户历史商品 2426003 协同相似
1000093,1894012,3002561,0.750000,10,model_itemcf,与用户历史商品 2685550 协同相似
1000095,3546140,846990,1.083489,1,model_itemcf,与用户历史商品 3163393 协同相似
1000095,485594,846990,1.083489,2,model_itemcf,与用户历史商品 3163393 协同相似
1000095,4705533,3607361,0.841923,3,model_itemcf,与用户历史商品 568914 协同相似
1000095,3650708,4145813,0.804330,4,model_itemcf,与用户历史商品 4002931 协同相似
1000095,2965488,982926,0.763441,5,model_itemcf,与用户历史商品 4869914 协同相似
1000095,5073957,845650,0.763441,6,model_itemcf,与用户历史商品 4869914 协同相似
1000095,3261458,4145813,0.750000,7,model_itemcf,与用户历史商品 3188556 协同相似
1000095,1970377,3299155,0.750000,8,model_itemcf,与用户历史商品 3188556 协同相似
1000095,5132521,2520377,0.716331,9,model_itemcf,与用户历史商品 2084614 协同相似
1000095,4629792,982926,0.708918,10,model_itemcf,与用户历史商品 5115704 协同相似
10001,4343896,4756105,0.408248,1,model_itemcf,与用户历史商品 4342867 协同相似
10001,3132168,154040,0.353553,2,model_itemcf,与用户历史商品 4342867 协同相似
10001,3310850,2520771,0.353553,3,model_itemcf,与用户历史商品 4036855 协同相似
10001,5115704,3002561,0.353553,4,model_itemcf,与用户历史商品 4036855 协同相似
10001,1325473,2355072,0.301511,5,model_itemcf,与用户历史商品 3964647 协同相似
10001,3054725,2355072,0.267261,6,model_itemcf,与用户历史商品 3964647 协同相似
10001,1862774,3738615,0.204124,7,model_itemcf,与用户历史商品 4036855 协同相似
10001,4686539,149192,0.188982,8,model_itemcf,与用户历史商品 4036855 协同相似
10001,1846009,2735466,0.177892,9,model_itemcf,与用户历史商品 4256992 协同相似
10001,4629792,982926,0.176777,10,model_itemcf,与用户历史商品 4036855 协同相似
100010,4592755,2667323,1.284457,1,model_itemcf,与用户历史商品 315757 协同相似
100010,4810402,2667323,1.284457,2,model_itemcf,与用户历史商品 315757 协同相似
100010,1325114,3230909,1.000000,3,model_itemcf,与用户历史商品 3148767 协同相似
100010,1771416,982926,0.842927,4,model_itemcf,与用户历史商品 1268019 协同相似
100010,2426568,4170419,0.821584,5,model_itemcf,与用户历史商品 3294260 协同相似
100010,2307997,1051370,0.737691,6,model_itemcf,与用户历史商品 628970 协同相似
100010,4793228,200278,0.734847,7,model_itemcf,与用户历史商品 3294260 协同相似
100010,1660583,2885642,0.734847,8,model_itemcf,与用户历史商品 3294260 协同相似
100010,4406761,4756105,0.707107,9,model_itemcf,与用户历史商品 629852 协同相似
100010,115744,3373953,0.707107,10,model_itemcf,与用户历史商品 4412217 协同相似
1000103,176544,2321441,1.247573,1,model_itemcf,与用户历史商品 634078 协同相似
1000103,4461323,4339722,1.192079,2,model_itemcf,与用户历史商品 633878 协同相似
1000103,1483066,4339722,1.192079,3,model_itemcf,与用户历史商品 633878 协同相似
1000103,2740307,886203,0.741582,4,model_itemcf,与用户历史商品 3936946 协同相似
1000103,4301267,4145813,0.688247,5,model_itemcf,与用户历史商品 633878 协同相似
1000103,251720,2640118,0.652929,6,model_itemcf,与用户历史商品 633878 协同相似
1000103,4595862,886203,0.596040,7,model_itemcf,与用户历史商品 633878 协同相似
1000103,2472136,4339722,0.539835,8,model_itemcf,与用户历史商品 4913451 协同相似
1000103,4302928,2465336,0.534522,9,model_itemcf,与用户历史商品 4913451 协同相似
1000103,3973743,2096639,0.520274,10,model_itemcf,与用户历史商品 634078 协同相似
1000105,4480969,4145813,1.114216,1,model_itemcf,与用户历史商品 3575049 协同相似
1000105,4405251,4022701,0.408248,2,model_itemcf,与用户历史商品 1934248 协同相似
1000105,4629851,2578647,0.408248,3,model_itemcf,与用户历史商品 2621246 协同相似
1000105,357565,4576874,0.401032,4,model_itemcf,与用户历史商品 847992 协同相似
1000105,601373,4756105,0.345489,5,model_itemcf,与用户历史商品 3575049 协同相似
1000105,1192893,4655941,0.333333,6,model_itemcf,与用户历史商品 4859650 协同相似
1000105,4130299,2520377,0.312348,7,model_itemcf,与用户历史商品 847992 协同相似
1000105,2501731,4145813,0.302028,8,model_itemcf,与用户历史商品 3575049 协同相似
1000105,4663715,3738615,0.275713,9,model_itemcf,与用户历史商品 3575049 协同相似
1000105,2411503,4756105,0.266605,10,model_itemcf,与用户历史商品 847992 协同相似
1000106,3918670,151648,1.259775,1,model_itemcf,与用户历史商品 1540133 协同相似
1000106,3548192,4869428,1.077201,2,model_itemcf,与用户历史商品 1540133 协同相似
1000106,634078,4048584,1.043450,3,model_itemcf,与用户历史商品 2167765 协同相似
1000106,291932,2096639,1.002167,4,model_itemcf,与用户历史商品 2167765 协同相似
1000106,176544,2321441,0.824919,5,model_itemcf,与用户历史商品 2167765 协同相似
1000106,3182473,4462359,0.793892,6,model_itemcf,与用户历史商品 4916052 协同相似
1000106,4572055,4145813,0.707107,7,model_itemcf,与用户历史商品 3164473 协同相似
1000106,730324,2096639,0.688003,8,model_itemcf,与用户历史商品 1004288 协同相似
1000106,3563104,4048584,0.647120,9,model_itemcf,与用户历史商品 2167765 协同相似
1000106,3496195,4048584,0.565890,10,model_itemcf,与用户历史商品 2167765 协同相似
1000107,2593031,1029459,2.143127,1,model_itemcf,与用户历史商品 4873660 协同相似
1000107,4051680,1051370,1.916871,2,model_itemcf,与用户历史商品 4873660 协同相似
1000107,809616,1276095,1.434227,3,model_itemcf,与用户历史商品 4896193 协同相似
1000107,2400640,1040727,1.183301,4,model_itemcf,与用户历史商品 3662836 协同相似
1000107,521647,2535791,1.107401,5,model_itemcf,与用户历史商品 3201183 协同相似
1000107,3379023,2558244,1.097643,6,model_itemcf,与用户历史商品 4622270 协同相似
1000107,568914,4212922,0.945334,7,model_itemcf,与用户历史商品 3662836 协同相似
1000107,797408,672001,0.945030,8,model_itemcf,与用户历史商品 3048012 协同相似
1000107,1550635,3745824,0.922693,9,model_itemcf,与用户历史商品 3662836 协同相似
1000107,4597100,3102419,0.917663,10,model_itemcf,与用户历史商品 3799274 协同相似
1000112,2458617,4339722,0.632456,1,model_itemcf,与用户历史商品 4459295 协同相似
1000112,2021054,4145813,0.288675,2,model_itemcf,与用户历史商品 2017400 协同相似
1000112,2261264,3277224,0.280056,3,model_itemcf,与用户历史商品 2017400 协同相似
1000112,1305059,2520771,0.258199,4,model_itemcf,与用户历史商品 488375 协同相似
1000112,2409117,4220691,0.235702,5,model_itemcf,与用户历史商品 488375 协同相似
1000112,4226017,4804883,0.233550,6,model_itemcf,与用户历史商品 4791231 协同相似
1000112,2236861,2096639,0.208887,7,model_itemcf,与用户历史商品 4459295 协同相似
1000112,2042828,2806049,0.204124,8,model_itemcf,与用户历史商品 181763 协同相似
1000112,4916052,2096639,0.204124,9,model_itemcf,与用户历史商品 3182473 协同相似
1000112,1319719,4756105,0.160128,10,model_itemcf,与用户历史商品 488375 协同相似
1000114,982210,3607361,2.695464,1,model_itemcf,与用户历史商品 3908819 协同相似
1000114,4834259,3607361,2.507072,2,model_itemcf,与用户历史商品 1457948 协同相似
1000114,4354009,3607361,2.307068,3,model_itemcf,与用户历史商品 3908819 协同相似
1000114,1863103,2355072,2.214335,4,model_itemcf,与用户历史商品 3908819 协同相似
1000114,3695488,3607361,2.078278,5,model_itemcf,与用户历史商品 3908819 协同相似
1000114,889284,3607361,2.052597,6,model_itemcf,与用户历史商品 3908819 协同相似
1000114,3896242,4756105,2.052597,7,model_itemcf,与用户历史商品 3908819 协同相似
1000114,2549724,4756105,2.052597,8,model_itemcf,与用户历史商品 3908819 协同相似
1000114,417876,3607361,2.052597,9,model_itemcf,与用户历史商品 3908819 协同相似
1000114,960908,3607361,2.052597,10,model_itemcf,与用户历史商品 3908819 协同相似
1000115,4076944,4321796,1.230769,1,model_itemcf,与用户历史商品 2577764 协同相似
1000115,2294653,4145813,1.184272,2,model_itemcf,与用户历史商品 4583276 协同相似
1000115,445175,1629035,1.176697,3,model_itemcf,与用户历史商品 4752224 协同相似
1000115,4539926,2735466,1.176697,4,model_itemcf,与用户历史商品 4752224 协同相似
1000115,1339050,4145813,0.725215,5,model_itemcf,与用户历史商品 4583276 协同相似
1000115,242938,1575622,0.636984,6,model_itemcf,与用户历史商品 2577764 协同相似
1000115,2677866,3624696,0.617213,7,model_itemcf,与用户历史商品 5017410 协同相似
1000115,92853,982926,0.600664,8,model_itemcf,与用户历史商品 4227358 协同相似
1000115,152191,3002561,0.592136,9,model_itemcf,与用户历史商品 4583276 协同相似
1000115,263054,3607361,0.592136,10,model_itemcf,与用户历史商品 4583276 协同相似
1000134,2275944,4284875,0.942809,1,model_itemcf,与用户历史商品 3146715 协同相似
1000134,4374690,2495340,0.942809,2,model_itemcf,与用户历史商品 3146715 协同相似
1000134,835920,3419760,0.942809,3,model_itemcf,与用户历史商品 3146715 协同相似
1000134,2510718,2241047,0.942809,4,model_itemcf,与用户历史商品 3146715 协同相似
1000134,2000061,4284875,0.942809,5,model_itemcf,与用户历史商品 3146715 协同相似
1000134,2352116,4284875,0.942809,6,model_itemcf,与用户历史商品 3146715 协同相似
1000134,4396957,4284875,0.942809,7,model_itemcf,与用户历史商品 3146715 协同相似
1000134,317534,4303322,0.942809,8,model_itemcf,与用户历史商品 3146715 协同相似
1000134,3534190,4303322,0.942809,9,model_itemcf,与用户历史商品 3146715 协同相似
